Probe Details,Source Id,Source Name,Measurement Unit,UnitMul,UnitDiv,Target Voltage
MCU-LINK Pro (r0CF) CMSIS-DAP V3.108 (USWQBRYTBAMJC),4,Target current [50mA range],A,3,393216000,-1.0
